TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
47.79,Debit,Branch,25.0,Student,37.0,1.0,1649.92,1
333.97,Debit,Branch,52.0,Doctor,45.0,1.0,5237.36,1
30.87,Debit,ATM,33.0,Doctor,295.0,1.0,14348.65,0
710.43,Debit,Online,67.0,Retired,115.0,1.0,5625.55,3
220.23,Debit,ATM,41.0,Engineer,48.0,1.0,3438.02,0
27.28,Debit,ATM,29.0,Doctor,96.0,1.0,10668.24,0
101.52,Debit,ATM,49.0,Engineer,98.0,1.0,2018.9,0
162.65,Debit,ATM,59.0,Engineer,147.0,1.0,9500.95,0
10.52,Debit,ATM,55.0,Retired,30.0,1.0,2472.99,0
270.72,Debit,Branch,38.0,Doctor,37.0,1.0,6522.47,1
247.58,Debit,ATM,39.0,Engineer,152.0,1.0,778.74,0
359.65,Credit,Online,25.0,Student,289.0,1.0,219.53,3
109.91,Debit,Branch,38.0,Doctor,90.0,1.0,12896.06,1
215.72,Credit,Branch,30.0,Engineer,137.0,1.0,8697.11,1
490.76,Debit,Online,66.0,Retired,156.0,1.0,6414.11,3
224.28,Debit,Online,64.0,Retired,68.0,1.0,5767.51,3
608.79,Debit,Online,55.0,Engineer,157.0,1.0,2991.17,3
840.16,Credit,Branch,20.0,Student,68.0,1.0,1236.76,1
203.34,Debit,ATM,60.0,Doctor,66.0,1.0,13586.99,0
90.88,Debit,ATM,26.0,Engineer,284.0,1.0,7117.35,0
60.11,Credit,Branch,61.0,Retired,122.0,1.0,7235.87,1
393.92,Debit,Branch,72.0,Retired,47.0,1.0,7318.64,1
19.39,Debit,ATM,43.0,Doctor,45.0,1.0,9847.6,0
557.41,Credit,Online,80.0,Retired,49.0,1.0,2968.75,3
57.07,Credit,Online,31.0,Doctor,99.0,1.0,9323.71,3
395.27,Credit,Online,18.0,Student,167.0,1.0,1764.08,3
289.05,Debit,ATM,75.0,Retired,116.0,1.0,5683.49,0
46.11,Debit,Online,33.0,Doctor,233.0,1.0,5225.73,3
335.5,Debit,ATM,63.0,Retired,47.0,1.0,6445.4,0
388.07,Debit,Online,24.0,Student,68.0,1.0,289.71,3
520.86,Credit,Online,51.0,Engineer,66.0,1.0,9200.74,3
787.41,Debit,Online,25.0,Student,39.0,1.0,300.87,3
31.7,Credit,ATM,48.0,Doctor,121.0,1.0,743.9,0
22.3,Debit,ATM,21.0,Student,90.0,1.0,1200.35,0
203.12,Debit,ATM,56.0,Retired,181.0,1.0,1562.39,0
315.94,Credit,Branch,49.0,Doctor,172.0,1.0,7719.71,1
192.23,Debit,Online,54.0,Engineer,39.0,3.0,2610.67,2
1510.71,Debit,Online,66.0,Retired,51.0,1.0,2060.02,3
0.26,Debit,Online,20.0,Student,173.0,1.0,1833.67,3
210.77,Debit,ATM,71.0,Retired,161.0,1.0,5396.65,0
406.65,Debit,ATM,57.0,Doctor,107.0,1.0,12995.7,0
422.9,Debit,ATM,40.0,Engineer,111.0,1.0,7616.43,0
20.62,Credit,ATM,35.0,Doctor,225.0,1.0,12500.8,0
174.39,Debit,ATM,19.0,Student,36.0,1.0,1127.08,0
7.86,Credit,Branch,76.0,Retired,91.0,1.0,3621.98,1
54.85,Credit,Branch,58.0,Retired,40.0,1.0,2727.45,1
204.7,Debit,Branch,49.0,Doctor,95.0,5.0,5117.03,2
16.55,Debit,Branch,26.0,Engineer,159.0,1.0,6089.79,1
91.32,Debit,Branch,58.0,Engineer,77.0,1.0,2618.1,1
49.62,Debit,ATM,55.0,Engineer,111.0,1.0,3841.42,0
487.16,Credit,Branch,28.0,Student,84.0,1.0,321.21,1
405.6,Debit,Online,37.0,Engineer,44.0,1.0,9754.73,3
512.95,Debit,Branch,57.0,Engineer,143.0,1.0,9584.52,1
345.94,Debit,ATM,31.0,Doctor,163.0,1.0,7624.56,0
356.56,Debit,Online,47.0,Engineer,52.0,1.0,2485.73,3
10.31,Debit,Online,36.0,Engineer,280.0,1.0,2137.9,3
211.69,Debit,Branch,30.0,Doctor,111.0,1.0,6412.85,1
221.49,Credit,Branch,23.0,Student,196.0,1.0,707.25,1
278.23,Debit,Online,48.0,Engineer,83.0,1.0,8300.54,3
116.88,Debit,ATM,45.0,Doctor,263.0,1.0,7717.34,0
328.77,Credit,Online,39.0,Doctor,247.0,1.0,6967.03,3
77.53,Debit,Branch,54.0,Retired,55.0,1.0,5158.6,1
421.74,Debit,Online,67.0,Doctor,103.0,1.0,12031.14,3
313.69,Debit,Branch,73.0,Retired,152.0,1.0,7093.68,1
411.72,Debit,Branch,29.0,Doctor,153.0,1.0,8539.86,1
508.73,Debit,Branch,59.0,Retired,89.0,1.0,7640.57,1
153.08,Debit,ATM,24.0,Student,201.0,1.0,1292.21,0
23.01,Debit,Branch,63.0,Retired,166.0,1.0,5958.75,1
69.28,Debit,Online,25.0,Student,129.0,1.0,708.74,3
51.25,Credit,Branch,28.0,Student,66.0,1.0,1744.4,1
407.65,Debit,ATM,25.0,Student,263.0,1.0,273.78,0
459.25,Debit,Branch,25.0,Student,59.0,1.0,130.76,1
301.56,Debit,Branch,49.0,Doctor,118.0,1.0,10389.6,1
17.67,Debit,Online,63.0,Doctor,91.0,1.0,1048.18,3
5.29,Credit,Online,32.0,Doctor,132.0,1.0,12896.68,3
401.37,Debit,Branch,43.0,Engineer,251.0,1.0,8208.54,1
145.4,Debit,Online,38.0,Engineer,24.0,1.0,5244.49,3
556.34,Debit,Online,37.0,Doctor,46.0,1.0,11935.14,3
34.31,Debit,ATM,24.0,Student,251.0,1.0,1484.76,0
780.59,Credit,Online,23.0,Student,145.0,1.0,6513.34,3
282.65,Debit,ATM,35.0,Doctor,161.0,1.0,13801.15,0
305.27,Debit,Online,68.0,Doctor,147.0,1.0,12958.65,3
185.81,Debit,Online,32.0,Doctor,116.0,1.0,9588.71,3
447.95,Debit,Branch,29.0,Engineer,75.0,1.0,7544.4,1
279.3,Debit,ATM,19.0,Student,48.0,1.0,1193.61,0
611.15,Debit,ATM,27.0,Student,121.0,1.0,892.83,0
275.2,Debit,Online,54.0,Engineer,81.0,1.0,1230.12,3
427.79,Debit,Branch,18.0,Student,189.0,1.0,1479.67,1
469.13,Credit,ATM,54.0,Doctor,139.0,1.0,1265.28,0
102.81,Debit,Branch,76.0,Retired,47.0,1.0,3228.87,1
22.61,Debit,Online,19.0,Student,145.0,1.0,1111.67,3
68.28,Debit,Online,56.0,Engineer,293.0,1.0,3213.16,3
33.65,Credit,Online,63.0,Doctor,146.0,1.0,12719.93,3
362.68,Credit,ATM,63.0,Retired,137.0,1.0,2040.77,0
73.23,Debit,Branch,20.0,Student,172.0,1.0,1309.85,1
654.49,Credit,Online,25.0,Student,104.0,1.0,164.61,3
18.56,Credit,Branch,49.0,Engineer,161.0,1.0,4230.37,1
389.05,Debit,ATM,27.0,Student,41.0,1.0,761.0,0
66.91,Debit,ATM,39.0,Doctor,85.0,1.0,871.1,0
335.48,Debit,Branch,45.0,Engineer,155.0,1.0,3023.16,1
38.14,Debit,Online,19.0,Student,174.0,1.0,1119.21,3
1076.98,Debit,Branch,60.0,Doctor,173.0,1.0,11833.73,1
360.02,Debit,Online,68.0,Retired,68.0,1.0,6400.59,3
567.71,Debit,Online,63.0,Doctor,80.0,1.0,13884.24,3
218.19,Debit,ATM,19.0,Student,185.0,1.0,620.83,0
209.99,Debit,ATM,19.0,Student,40.0,1.0,1938.01,0
11.02,Debit,Branch,19.0,Student,280.0,1.0,964.79,1
83.43,Debit,Online,56.0,Retired,109.0,1.0,1870.16,3
344.97,Debit,Online,34.0,Doctor,106.0,1.0,5577.94,3
172.29,Debit,ATM,36.0,Engineer,283.0,1.0,8700.8,0
195.54,Debit,Online,60.0,Retired,255.0,1.0,2794.66,3
101.23,Debit,Online,45.0,Engineer,87.0,1.0,6169.71,3
180.46,Debit,ATM,25.0,Student,34.0,1.0,831.75,0
692.55,Debit,Branch,53.0,Retired,109.0,1.0,2451.56,1
147.31,Credit,Online,34.0,Doctor,92.0,1.0,13625.52,3
107.48,Debit,Branch,20.0,Student,103.0,1.0,1379.39,1
1831.02,Credit,Online,62.0,Doctor,83.0,1.0,11498.01,3
81.51,Debit,Branch,25.0,Student,97.0,1.0,865.49,1
365.48,Credit,Online,76.0,Retired,216.0,1.0,7147.4,3
491.1,Credit,Online,35.0,Engineer,125.0,1.0,7833.85,3
452.8,Debit,Branch,80.0,Retired,151.0,1.0,4840.67,1
645.04,Debit,Branch,70.0,Retired,78.0,1.0,7361.47,1
169.28,Debit,Branch,45.0,Doctor,114.0,1.0,5128.44,1
88.42,Debit,ATM,62.0,Doctor,91.0,1.0,12381.45,0
155.53,Debit,ATM,29.0,Engineer,66.0,1.0,4008.05,0
991.82,Debit,Online,43.0,Engineer,300.0,1.0,3493.13,3
39.24,Debit,ATM,77.0,Retired,106.0,1.0,6462.41,0
152.01,Debit,ATM,42.0,Engineer,111.0,3.0,4625.12,2
78.77,Credit,ATM,48.0,Engineer,50.0,1.0,6470.57,0
26.5,Debit,Online,48.0,Engineer,179.0,1.0,4854.83,3
83.62,Debit,ATM,48.0,Doctor,146.0,1.0,12652.22,0
142.78,Debit,Branch,68.0,Doctor,150.0,1.0,11705.88,1
55.99,Debit,ATM,35.0,Doctor,95.0,1.0,932.61,0
774.48,Debit,Branch,61.0,Doctor,31.0,1.0,11613.58,1
105.37,Debit,ATM,25.0,Student,160.0,1.0,1068.55,0
118.83,Debit,Online,28.0,Student,295.0,1.0,1616.3,3
46.22,Debit,Branch,23.0,Student,217.0,1.0,471.28,1
659.71,Credit,Branch,21.0,Student,148.0,1.0,106.86,1
377.97,Debit,Online,72.0,Retired,160.0,1.0,2457.1,3
114.1,Debit,Branch,69.0,Retired,148.0,1.0,5882.12,1
11.3,Credit,Online,55.0,Retired,41.0,1.0,1938.99,3
95.5,Debit,Online,57.0,Retired,17.0,1.0,4079.09,3
130.93,Credit,Branch,28.0,Engineer,149.0,1.0,860.12,1
272.97,Debit,Online,68.0,Retired,174.0,1.0,7811.31,3
73.35,Debit,Branch,24.0,Student,47.0,1.0,1181.84,1
29.94,Debit,ATM,58.0,Doctor,243.0,1.0,10915.54,0
307.24,Debit,ATM,19.0,Student,136.0,2.0,1670.72,0
50.52,Debit,Online,20.0,Student,140.0,1.0,1121.19,3
820.46,Credit,Online,53.0,Engineer,243.0,1.0,5621.86,3
153.07,Debit,ATM,56.0,Engineer,116.0,1.0,8873.43,0
52.94,Debit,Branch,41.0,Doctor,146.0,1.0,6990.92,1
384.41,Debit,ATM,60.0,Engineer,65.0,1.0,7831.56,0
235.42,Debit,Branch,51.0,Retired,175.0,1.0,6173.23,1
114.23,Debit,ATM,56.0,Doctor,64.0,1.0,9523.72,0
12.62,Debit,Branch,33.0,Doctor,61.0,1.0,6420.47,1
997.37,Debit,ATM,23.0,Student,145.0,1.0,1146.09,0
373.52,Debit,ATM,35.0,Engineer,235.0,1.0,6430.41,0
336.05,Debit,Branch,28.0,Student,164.0,1.0,1635.05,1
366.93,Debit,Online,66.0,Retired,33.0,1.0,6697.79,3
112.27,Debit,Branch,58.0,Doctor,102.0,1.0,7369.89,1
494.96,Debit,ATM,40.0,Engineer,132.0,1.0,6903.68,0
561.58,Debit,Online,65.0,Doctor,23.0,1.0,11748.86,3
440.94,Debit,Online,42.0,Doctor,148.0,1.0,7303.23,3
71.9,Debit,Branch,29.0,Doctor,51.0,1.0,10619.35,1
256.66,Credit,Online,54.0,Retired,137.0,1.0,1794.5,3
166.55,Credit,Branch,59.0,Doctor,99.0,1.0,12970.21,1
276.26,Debit,Branch,56.0,Doctor,143.0,1.0,120.89,1
35.46,Debit,ATM,67.0,Doctor,164.0,1.0,5692.31,0
38.14,Debit,Branch,50.0,Engineer,165.0,1.0,9879.87,1
506.26,Credit,ATM,64.0,Retired,86.0,1.0,6266.65,0
736.32,Debit,Online,31.0,Doctor,28.0,1.0,14268.95,3
389.43,Credit,ATM,52.0,Engineer,151.0,1.0,6449.83,0
25.58,Debit,ATM,60.0,Engineer,166.0,1.0,6741.41,0
446.1,Debit,ATM,25.0,Student,243.0,1.0,1008.44,0
147.74,Debit,Branch,23.0,Student,15.0,1.0,1711.78,1
1228.81,Debit,ATM,26.0,Student,254.0,1.0,1821.0,0
46.23,Debit,Online,77.0,Retired,282.0,1.0,5107.75,3
265.37,Debit,Branch,33.0,Engineer,77.0,1.0,5229.95,1
342.57,Debit,Online,20.0,Student,91.0,1.0,339.16,3
417.26,Credit,Online,32.0,Doctor,45.0,1.0,10442.48,3
33.63,Debit,Online,63.0,Retired,76.0,1.0,4324.4,3
64.58,Debit,Branch,55.0,Retired,173.0,1.0,6292.29,1
23.23,Credit,Branch,21.0,Student,122.0,1.0,269.01,1
278.88,Debit,Branch,64.0,Doctor,179.0,2.0,1334.09,1
285.49,Credit,Branch,53.0,Doctor,109.0,1.0,6366.84,1
71.87,Debit,ATM,22.0,Student,258.0,1.0,1839.1,0
308.8,Debit,ATM,53.0,Retired,41.0,1.0,3966.54,0
288.43,Debit,Branch,66.0,Retired,72.0,1.0,4577.09,1
147.46,Credit,Online,65.0,Doctor,205.0,1.0,7458.03,3
214.15,Debit,Branch,32.0,Engineer,217.0,1.0,6397.29,1
71.34,Debit,Online,49.0,Engineer,144.0,3.0,6345.03,2
170.36,Debit,ATM,30.0,Doctor,118.0,1.0,6034.73,0
965.66,Debit,ATM,53.0,Engineer,32.0,1.0,765.81,0
736.53,Debit,ATM,55.0,Engineer,120.0,1.0,9826.26,0
213.42,Debit,ATM,45.0,Engineer,17.0,1.0,3736.38,0
94.09,Debit,Branch,27.0,Student,203.0,1.0,646.85,1
263.92,Credit,Branch,57.0,Retired,233.0,1.0,4161.71,1
77.5,Credit,Online,51.0,Doctor,201.0,1.0,11079.77,3
3.65,Debit,Online,69.0,Doctor,146.0,1.0,10017.11,3
43.88,Credit,Online,26.0,Student,251.0,1.0,1644.09,3
224.79,Debit,Online,18.0,Student,129.0,1.0,528.38,3
64.3,Debit,ATM,55.0,Retired,67.0,1.0,7530.3,0
111.79,Debit,Online,62.0,Doctor,49.0,1.0,10887.59,3
927.16,Debit,ATM,59.0,Retired,153.0,1.0,7104.61,0
613.7,Credit,Branch,61.0,Retired,37.0,1.0,7307.11,1
26.07,Debit,Branch,20.0,Student,19.0,3.0,349.98,2
170.45,Debit,Branch,60.0,Engineer,199.0,1.0,2284.41,1
344.27,Debit,Branch,22.0,Student,123.0,1.0,1918.36,1
872.72,Debit,Online,22.0,Student,288.0,1.0,503.01,3
292.95,Debit,Branch,37.0,Engineer,56.0,1.0,1216.91,1
28.44,Debit,ATM,18.0,Student,243.0,1.0,1071.04,0
209.02,Debit,ATM,21.0,Student,74.0,1.0,187.9,0
20.05,Debit,ATM,72.0,Retired,171.0,1.0,7145.67,0
175.02,Debit,Online,28.0,Student,71.0,1.0,1493.88,3
89.5,Credit,Branch,41.0,Engineer,134.0,1.0,8658.95,1
69.96,Debit,Branch,28.0,Student,31.0,1.0,164.12,1
376.78,Credit,Online,21.0,Student,88.0,1.0,841.65,3
148.54,Credit,Branch,71.0,Retired,107.0,1.0,5677.05,1
388.77,Credit,Online,26.0,Student,30.0,1.0,1658.49,3
100.38,Debit,Branch,63.0,Doctor,49.0,1.0,10171.68,1
137.23,Debit,Branch,64.0,Doctor,63.0,1.0,13847.99,1
870.3,Debit,ATM,51.0,Retired,229.0,1.0,3688.98,0
458.94,Debit,Branch,52.0,Engineer,180.0,1.0,5619.95,1
327.35,Credit,Branch,20.0,Student,175.0,1.0,342.08,1
757.15,Debit,Online,53.0,Engineer,38.0,1.0,4702.86,3
47.23,Credit,Online,73.0,Retired,160.0,1.0,6659.81,3
239.41,Credit,Online,42.0,Doctor,248.0,1.0,7860.65,3
170.97,Debit,Branch,26.0,Student,292.0,1.0,1265.27,1
262.43,Credit,Online,37.0,Doctor,274.0,5.0,12841.01,2
659.15,Debit,ATM,22.0,Student,204.0,1.0,1241.59,0
31.53,Debit,Online,25.0,Student,283.0,1.0,874.93,3
111.66,Credit,Online,48.0,Engineer,140.0,1.0,5716.72,3
250.01,Debit,ATM,62.0,Retired,88.0,1.0,1541.48,0
554.15,Debit,ATM,49.0,Doctor,108.0,1.0,14817.22,0
28.38,Debit,Branch,55.0,Doctor,98.0,1.0,173.7,1
16.8,Debit,ATM,49.0,Doctor,94.0,1.0,11847.07,0
896.79,Debit,Online,33.0,Doctor,168.0,1.0,11146.74,3
159.0,Debit,ATM,49.0,Engineer,38.0,1.0,369.79,0
56.31,Credit,Online,75.0,Retired,195.0,1.0,6396.08,3
203.99,Debit,Online,52.0,Retired,215.0,1.0,4840.31,3
50.99,Debit,Branch,29.0,Doctor,76.0,1.0,1334.6,1
101.28,Credit,Online,32.0,Engineer,75.0,1.0,2774.35,3
299.92,Debit,ATM,27.0,Student,122.0,1.0,1368.0,0
77.54,Debit,Online,67.0,Retired,73.0,1.0,4536.38,3
18.35,Debit,Branch,21.0,Student,78.0,1.0,1293.39,1
732.53,Credit,ATM,26.0,Student,116.0,1.0,441.54,0
65.11,Debit,ATM,34.0,Engineer,150.0,1.0,8485.14,0
67.07,Credit,ATM,24.0,Student,56.0,1.0,999.62,0
137.48,Debit,Branch,55.0,Doctor,47.0,1.0,14273.42,1
398.36,Debit,ATM,22.0,Student,56.0,1.0,1863.7,0
469.46,Debit,ATM,20.0,Student,149.0,1.0,8640.56,0
37.58,Debit,ATM,57.0,Doctor,182.0,1.0,259.44,0
160.24,Debit,ATM,31.0,Engineer,15.0,1.0,5526.97,0
315.39,Credit,Branch,23.0,Student,93.0,1.0,929.6,1
434.17,Debit,ATM,21.0,Student,148.0,5.0,5335.44,2
165.91,Debit,ATM,26.0,Student,84.0,1.0,587.12,0
211.36,Debit,Branch,47.0,Engineer,194.0,1.0,4760.34,1
241.45,Debit,Online,26.0,Student,158.0,1.0,1594.04,3
23.24,Debit,Branch,68.0,Doctor,129.0,1.0,13777.79,1
70.88,Credit,Branch,74.0,Retired,176.0,1.0,1794.65,1
1143.67,Debit,Online,66.0,Retired,111.0,1.0,7677.76,3
314.52,Debit,ATM,80.0,Retired,229.0,1.0,7071.32,0
181.81,Credit,Online,78.0,Retired,122.0,1.0,7525.73,3
854.64,Debit,Branch,56.0,Retired,118.0,1.0,2989.25,1
261.19,Debit,ATM,64.0,Retired,52.0,1.0,7620.6,0
220.68,Credit,Online,71.0,Retired,217.0,1.0,5549.2,3
11.86,Debit,Branch,31.0,Engineer,129.0,1.0,6782.61,1
122.65,Debit,Online,28.0,Student,41.0,1.0,1968.51,3
395.16,Debit,Online,56.0,Retired,17.0,1.0,5340.73,3
704.69,Debit,Online,51.0,Retired,150.0,1.0,3267.84,3
369.89,Debit,ATM,69.0,Retired,69.0,1.0,6941.47,0
10.92,Debit,ATM,67.0,Retired,268.0,1.0,7567.2,0
199.14,Debit,Branch,31.0,Engineer,36.0,1.0,7001.25,1
304.15,Debit,Branch,20.0,Student,40.0,1.0,686.91,1
620.54,Credit,Branch,28.0,Student,98.0,1.0,213.36,1
757.79,Debit,Online,22.0,Student,117.0,1.0,1443.02,3
122.81,Debit,Branch,52.0,Doctor,12.0,1.0,8450.84,1
96.25,Debit,Online,61.0,Retired,171.0,1.0,7996.7,3
1431.33,Debit,ATM,30.0,Doctor,49.0,1.0,5567.98,0
142.55,Debit,Online,67.0,Doctor,97.0,1.0,1262.68,3
35.94,Credit,Branch,23.0,Student,141.0,1.0,1697.28,1
24.86,Debit,Branch,58.0,Engineer,292.0,1.0,2591.65,1
103.08,Debit,Online,60.0,Doctor,109.0,1.0,12002.16,3
116.27,Debit,Online,57.0,Engineer,94.0,1.0,8726.92,3
363.84,Debit,Online,73.0,Retired,118.0,3.0,5415.64,2
108.75,Debit,ATM,50.0,Doctor,23.0,4.0,14829.85,2
50.9,Credit,Online,28.0,Student,150.0,1.0,1277.7,3
206.84,Debit,Branch,20.0,Student,154.0,1.0,454.66,1
37.4,Debit,ATM,20.0,Student,84.0,1.0,1519.51,0
154.21,Debit,Online,46.0,Engineer,75.0,1.0,8045.77,3
199.37,Debit,Online,24.0,Student,79.0,1.0,1331.3,3
1360.01,Credit,Branch,67.0,Retired,218.0,1.0,6601.5,1
18.23,Debit,ATM,56.0,Engineer,28.0,1.0,8422.2,0
398.7,Debit,ATM,47.0,Doctor,276.0,1.0,7987.74,0
378.2,Debit,Branch,40.0,Engineer,167.0,1.0,7372.81,1
124.74,Debit,ATM,49.0,Engineer,33.0,1.0,2987.97,0
17.1,Debit,ATM,53.0,Retired,101.0,1.0,1619.54,0
287.05,Debit,ATM,22.0,Student,212.0,1.0,1204.65,0
874.72,Debit,Online,28.0,Engineer,173.0,1.0,4630.58,3
1762.28,Debit,ATM,24.0,Student,150.0,1.0,1380.34,0
40.12,Credit,ATM,36.0,Doctor,269.0,1.0,14304.38,0
125.0,Credit,Online,49.0,Engineer,177.0,1.0,3215.76,3
348.44,Debit,Online,24.0,Student,147.0,1.0,1022.94,3
128.4,Debit,ATM,69.0,Retired,31.0,1.0,2610.64,0
320.93,Debit,Online,55.0,Engineer,178.0,1.0,9451.66,3
1.41,Debit,ATM,53.0,Retired,278.0,1.0,1244.17,0
50.52,Debit,Branch,54.0,Doctor,293.0,1.0,12815.24,1
383.95,Credit,Online,31.0,Engineer,143.0,1.0,9933.56,3
12.94,Debit,Branch,23.0,Student,158.0,1.0,921.23,1
329.75,Debit,Online,56.0,Retired,211.0,1.0,6009.43,3
981.76,Debit,Online,45.0,Doctor,234.0,1.0,602.36,3
40.79,Debit,ATM,18.0,Student,80.0,1.0,1769.33,0
99.25,Credit,Online,63.0,Retired,93.0,1.0,2570.34,3
150.6,Debit,ATM,69.0,Retired,59.0,1.0,3240.14,0
29.5,Debit,Online,73.0,Retired,129.0,1.0,1229.32,3
54.34,Debit,ATM,65.0,Doctor,46.0,1.0,8019.89,0
18.25,Debit,ATM,53.0,Doctor,18.0,1.0,14328.29,0
633.87,Debit,Online,27.0,Student,175.0,1.0,330.16,3
81.15,Debit,ATM,19.0,Student,114.0,1.0,1595.26,0
83.95,Debit,Online,75.0,Retired,170.0,1.0,7413.18,3
410.4,Credit,ATM,61.0,Retired,78.0,1.0,2563.91,0
172.68,Debit,ATM,33.0,Doctor,17.0,1.0,10724.95,0
139.88,Debit,ATM,34.0,Engineer,162.0,1.0,2969.71,0
165.55,Debit,Branch,28.0,Student,115.0,1.0,761.78,1
53.79,Credit,ATM,54.0,Engineer,137.0,3.0,6229.36,2
285.69,Debit,ATM,63.0,Retired,35.0,1.0,2552.54,0
532.4,Debit,ATM,22.0,Student,149.0,1.0,1033.73,0
293.85,Debit,Online,25.0,Student,144.0,1.0,1919.97,3
27.94,Debit,Branch,79.0,Retired,120.0,1.0,1893.44,1
270.36,Debit,ATM,25.0,Student,37.0,1.0,1783.04,0
112.66,Debit,Online,29.0,Engineer,176.0,3.0,852.98,2
506.03,Debit,Branch,21.0,Student,21.0,1.0,1123.89,1
206.95,Debit,Branch,22.0,Student,31.0,1.0,1817.65,1
350.96,Debit,ATM,63.0,Retired,167.0,1.0,5463.94,0
261.63,Debit,Branch,20.0,Student,150.0,1.0,477.03,1
46.12,Debit,Branch,59.0,Doctor,30.0,1.0,8874.01,1
27.25,Credit,Branch,63.0,Retired,92.0,1.0,5365.2,1
1353.93,Debit,Branch,26.0,Engineer,171.0,1.0,7858.41,1
331.66,Debit,ATM,76.0,Retired,145.0,1.0,7216.3,0
667.95,Credit,ATM,62.0,Doctor,253.0,1.0,13558.56,0
49.84,Debit,ATM,49.0,Doctor,146.0,1.0,7872.04,0
556.04,Debit,ATM,72.0,Retired,27.0,1.0,5200.04,0
88.06,Credit,Online,18.0,Student,288.0,1.0,1779.85,3
745.95,Debit,ATM,58.0,Doctor,127.0,1.0,13264.14,0
67.25,Debit,Online,19.0,Student,157.0,1.0,467.4,3
93.63,Debit,ATM,29.0,Engineer,141.0,1.0,9873.62,0
41.13,Credit,Branch,77.0,Retired,58.0,1.0,6067.54,1
192.02,Credit,Online,79.0,Retired,154.0,1.0,5169.07,3
291.27,Debit,Branch,77.0,Retired,121.0,1.0,6878.86,1
341.84,Credit,Branch,27.0,Student,89.0,1.0,1400.04,1
98.41,Debit,Online,27.0,Student,48.0,1.0,912.71,3
109.28,Debit,Online,36.0,Engineer,112.0,4.0,6338.35,2
27.51,Credit,Online,40.0,Doctor,103.0,1.0,13645.63,3
25.77,Credit,Online,45.0,Doctor,277.0,1.0,11749.77,3
127.57,Debit,ATM,52.0,Retired,75.0,1.0,6118.2,0
392.05,Debit,ATM,60.0,Engineer,172.0,1.0,4383.69,0
521.01,Credit,Branch,41.0,Engineer,73.0,1.0,4004.55,1
849.76,Debit,ATM,25.0,Student,269.0,1.0,373.88,0
172.5,Debit,Online,68.0,Doctor,31.0,1.0,6851.16,3
152.34,Debit,Branch,55.0,Doctor,115.0,1.0,6853.51,1
21.13,Debit,Branch,28.0,Student,153.0,1.0,948.7,1
111.55,Debit,ATM,46.0,Doctor,101.0,1.0,12221.17,0
321.82,Credit,Branch,32.0,Engineer,43.0,1.0,6500.5,1
1294.81,Credit,Branch,45.0,Engineer,279.0,1.0,9927.75,1
148.77,Debit,Branch,67.0,Retired,175.0,1.0,2138.42,1
14.08,Debit,Branch,57.0,Retired,154.0,1.0,3908.65,1
566.33,Credit,ATM,24.0,Student,66.0,1.0,379.82,0
180.94,Debit,Branch,75.0,Retired,57.0,1.0,7659.99,1
77.9,Debit,Branch,21.0,Student,128.0,1.0,664.72,1
318.92,Credit,Branch,21.0,Student,60.0,1.0,1167.25,1
583.3,Credit,Online,59.0,Engineer,142.0,1.0,5896.01,3
100.68,Debit,Online,63.0,Retired,139.0,1.0,1123.75,3
589.64,Debit,Online,62.0,Retired,210.0,1.0,2039.4,3
225.93,Credit,Branch,25.0,Student,199.0,1.0,1864.27,1
651.55,Debit,Online,72.0,Retired,82.0,1.0,2325.78,3
80.97,Debit,Online,38.0,Doctor,157.0,1.0,5926.31,3
191.89,Debit,Branch,25.0,Student,14.0,1.0,399.57,1
304.75,Credit,Branch,78.0,Retired,125.0,1.0,1916.34,1
201.53,Debit,Online,68.0,Retired,287.0,1.0,2732.86,3
8.45,Debit,ATM,22.0,Student,141.0,1.0,1115.3,0
435.98,Debit,Branch,30.0,Engineer,105.0,1.0,7334.08,1
743.24,Credit,Online,19.0,Student,109.0,1.0,1024.19,3
16.27,Debit,ATM,57.0,Doctor,44.0,1.0,10971.32,0
290.86,Debit,Online,45.0,Doctor,36.0,1.0,14631.88,3
85.73,Debit,ATM,41.0,Doctor,266.0,1.0,14928.35,0
555.71,Credit,Branch,22.0,Student,73.0,1.0,830.37,1
40.03,Debit,Branch,23.0,Student,200.0,1.0,6408.8,1
73.01,Credit,Online,25.0,Student,62.0,1.0,1997.33,3
346.12,Debit,Branch,44.0,Doctor,12.0,1.0,13084.27,1
1.93,Debit,Branch,47.0,Doctor,175.0,5.0,5684.09,2
252.93,Debit,ATM,75.0,Retired,222.0,1.0,2760.37,0
238.54,Debit,ATM,19.0,Student,12.0,4.0,868.91,2
7.56,Debit,ATM,40.0,Doctor,145.0,1.0,8528.72,0
540.4,Debit,Branch,45.0,Doctor,272.0,1.0,425.77,1
264.14,Debit,ATM,64.0,Doctor,125.0,1.0,8459.26,0
248.15,Debit,ATM,75.0,Retired,202.0,1.0,2649.23,0
24.34,Debit,Branch,54.0,Engineer,110.0,1.0,6659.12,1
428.61,Debit,ATM,66.0,Doctor,62.0,1.0,11937.04,0
117.66,Credit,Branch,39.0,Doctor,126.0,1.0,6794.17,1
165.8,Debit,Online,60.0,Engineer,287.0,1.0,2064.76,3
289.18,Debit,ATM,65.0,Retired,64.0,1.0,3139.75,0
